"Note: Inserting images over cells in sheets is pretty quirky, so if some of the trainer images on your screen appear misplaced, it's because the sheet couldn't load them all in properly. This visual bug can easily be fixed by refreshing the sheet and slowly scrolling through the part your using, to let each of the trainer images load in properly. If that doesn't work try switching to a different tab (on the bottom), then switching back. - Garrett :)",,,,,,
Youngster Calvin (Route 102),,,,,,
,,,,,,
,Hyper Voice,Double-Edge,Rest,Stun Spore,,
,Flamethrower,Ancient Power,Flamethrower,Sludge Bomb,,
,Extrasensory,Aerial Ace,Ice Beam,Moonlight,,
,Earthquake,Earthquake,Dragon Claw,Giga Drain,,
,,,,,,
Team Magma Grunt #3 (Route 114),,,,,,
,,,,,,
,Wobbuffet (m),Camerupt (m),Venusaur (m),Dodrio (m),,
,Lv. 34 (Modest),Lv. 36 (Timid),Lv. 34,Lv. 34 (Calm),,
,Leftovers,Quick Claw,Shell Bell,Silk Scarf,,
,Shadow Tag,Magma Armor,Chlorophyll,Early Bird,,
,Counter,Earthquake,Earthquake,Steel Wing,,
,Mirror Coat,Flamethrower,Giga Drain,Drill Peck,,
,Encore,Rock Slide,Sludge Bomb,Quick Attack,,
,,Body Slam,Sleep Powder,Body Slam,,
,,,,,,
Team Magma Grunt #4 (Route 114),,,,,,
,,,,,,
,Vibrava (m),Ninjask (m),Torkoal (m),Metang ,Golem (m),
,Lv. 34 (Impish),Lv. 34 (Careful),Lv. 35 (Sassy),Lv. 35 (Jolly),Lv. 36 (Modest),
,Lum Berry,Leftovers,Quick Claw,Lum Berry,Quick Claw,
,Levitate,Speed Bost,White Smoke,Clear Body,Rock Head,
,Earthquake,Steel Wing,Earthquake,Earthquake,Earthquake,
,Signal Beam,Signal Beam,Overheat,Ice Punch,Double-Edge,
,Giga Drain,Air Slash,Body Slam,Explosion,Explosion,
,Rock Slide,Substitute,Rock Slide,Rock Slide,Ancient Power,
,,,,,,
Team Magma Grunt #5 (Route 114),,,,,,
,,,,,,
,Sandslash (m),Breloom (m),Zangoose (m),Shelgon (m),,
,Lv. 35 (Sassy),Lv. 34,Lv. 35 ,Lv. 36 (Lonely),,
,Scope Lens,Shell Bell,Scope Lens,Lum Berry,,
,Sand Veil,Effect Spore,Guts,Rock Head,,
,Earthquake,Spore,Swords Dance,Double-Edge,,
,Rock Slide,Brick Break,Brick Break,Brick Break,,
,X-Scissors,Giga Drain,Quick Attack,Dragon Dance,,
,Crush Claw,Mach Punch,Crush Claw,Rock Slide,,
,,,,,,
Team Magma Grunt #6 (Route 114),,,,,,
,,,,,,
,Jumpluff (f),Sudowoodo (f),Xatu (f),Chansey (f),,
,Lv. 35 (Jolly),Lv. 35 (Adamant),Lv. 34 (Careful),Lv. 34 (Calm),,
,Focus Band,Scope Lens,King's Rock,Leftovers,,
,Chlorophyll,Rock Head,Early Bird,Natural Cure,,
,Sleep Powder,Ancient Power,Psychic,Softboiled,,
,Stun Spore,Earthquake,Drill Peck,Counter,,
,Giga Drain,Double-Edge,Giga Drain,Toxic,,
,Aerial Ace,Explosion,Confuse Ray,Seismic Toss,,
,,,,,,
Team Magma Grunt #7 (Route 114),,,,,,
,,,,,,
,Smeargle (m),Manectric (m),Arcanine (m),Granbull (f),,
,Lv. 36 (Naughty),Lv. 35 ,Lv. 35 (Brave),Lv. 35 ,,
,Leftovers,King's Rock,Leftovers,Bright Powder,,
,Own Tempo,Intimidate,Intimidate,Intimidate,,
,Spore,Thunderbolt,Body Slam,Attract,,
,Spider Web,Flamethrower,Flamethrower,Earthquake,,
,Substitute,Crunch,Crunch,Body Slam,,
,Baton Pass,Thunder Wave,Morning Sun,Shadow Ball,,
,,,,,,
Team Magma Grunt #8 (Route 114),,,,,,
,,,,,,
,Steelix (f),Misdreavus (f),Fearow (f),Chimecho (f),,
,Lv. 36 ,Lv. 36 ,Lv. 36 (Lonely),Lv. 36 (Careful),,
,Focus Band,Leftovers,Silk Scarf,Leftovers,,
,Rock Head,Levitate,Early Bird,Levitate,,
,Earthquake,Will-o-Wisp,Drill Peck,Hypnosis,,
,Toxic,Shadow Ball,Drill Run,Recover,,
,Protect,Psychic ,Tri Attack,Dream Eater,,
,Iron Tail,Thunderbolt,Quick Attack,Nightmare,,
,,,,,,
Team Magma Grunt #9 (Route 114),,,,,,
,,,,,,
,Nidoking (m),Scizor (m),Lunatone,Smeargle (m),,
,Lv. 35 (sassy),Lv. 35 ,Lv. 35,Lv. 36 (Hasty),,
,Scope Lens,Quick Claw,Scope Lens,Focus Band,,
,Poison Point,Swarm,Levitate,Own Tempo,,
,Drill Run,Signal Beam,Hypnosis,Spore,,
,Sludge Bomb,Flash Cannon,Psychic,Belly Drum,,
,Flamethrower,Superpower,Ice Beam,Extreme Speed,,
,Megahorn,Air Slash,Explosion,Explosion,,
,,,,,,
Team Magma Grunt #1 (Mt. Chimney),,,,,,
,,,,,,
,Banette (f),Golem (f),Ampharos (f),Magmar (m),Kangaskhan (f),
,Lv. 35 (Rash),Lv. 36 (Gentle),Lv. 35 (Bold),Lv. 36 (Naughty),Lv. 35 (Gentle),
,Focus Band,Choice Band,Bright Powder,Lum Berry,Leftovers,
,Insomnia,Rock Head,Static,Flame Body,Early Bird,
,Shadow Ball,Explosion,Thunderbolt,Fire Blast,Fake Out,
,Will-o-Wisp,,Thunder Wave,Thunder Punch,Body Slam,
,Shadow Sneak,,Fire Punch,Cross Chop,Earthquake,
,HP Fighting,,Seismic Toss,Psychic,Rest,
,,,,,,
Team Magma Grunt #2 (Mt. Chimney),,,,,,
,,,,,,
,Camerupt (m),Shiftry (m),Granbull (f),Gengar (m),Octillery (m),
,Lv. 36 ,Lv. 35 (Impish),Lv. 35 ,Lv. 36 (Hasty),Lv. 36 (Naughty),
,Quick Claw,Focus Band,Scope Lens,Scope Lens,Quick Claw,
,Magma Armor,Chlorophyll,Intimidate,Levitate,Suction Cups,
,Explosion,Explosion,Thunder Wave,Explosion,Octazooka,
,Earthquake,Shadow Ball,Earthquake,Shadow Ball,Fire Blast,
,Overheat,Brick Break,Double-Edge,Sludge Bomb,Ice Beam,
,Body Slam,Giga Drain,Shadow Ball,Brick Break,Body Slam,
,,,,,,
Magma Admin Tabatha (Mt. Chimney),,,,,,
,,,,,,
,Dodrio (m),Manectric (m),Weezing (m),Aggron (m),Flygon (m),Arcanine
,Lv. 37,Lv. 37 (Jolly),Lv. 37 ,Lv. 38 (Impish),Lv. 37,Lv. 38 (Brave)
,Lum Berry,Lum Berry,Lum Berry,Quick Claw,Lum Berry,Lum Berry
,Early Bird,Intimidate,Levitate,Rock Head,Levitate,Intimidate
,Double-Edge,Crunch,Explosion,Head Smash,Earthquake,Overheat
,HP Ground,Overheat,Gunk Shot,Superpower,Giga Drain,Extreme Speed
,Quick Attack,HP Water,Flamethrower,Earthquake,Signal Beam,HP Grass
,Drill Peck,Thunderbolt,HP Grass,Flash Cannon,Rock Slide,Wild Charge
,,,,,,
Magma Leader Maxie (Mt. Chimney),,,,,,
,,,,,,
,Registeel,Crobat (m),Claydol ,Alakazam (m),Dusclops (m),Houndoom (m)
,Lv. 38 (Sassy),Lv. 39 (Naive),Lv. 39 ,Lv. 38 (Mild),Lv. 38 (Modest),Lv. 39 (Modest)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Leftovers,Lum Berry
,Clear Body,Inner Focus,Levitate,Synchronize,Pressure,Intimidate
,Explosion,Giga Drain,Explosion,Fire Punch,Will-o-Wisp,Overheat
,Thunder Wave,Poison Fang,Psychic ,Psychic,Shadow Ball,Crunch
,Ancient Power,Heat Wave,Signal Beam,Thunder Punch,Seismic Toss,HP Grass
,Earthquake,Air Slash,Earthquake,Ice Punch,Rest,Poison Fang
,,,,,,
Team Magma Grunt #1 (Jagged Pass) (Double Battle w/ Grunt #2),,,,,,
,,,,,,
,Electrode,Donphan (m),Solrock ,,,
,Lv. 35,Lv. 36 (Mild),Lv. 35 (Gentle),,,
,Lum Berry,Choice Band,Soft Sand,,,
,Static,Battle Armor,Levitate,,,
,Explosion,Earthquake,Earthquake,,,
,,,Ancient Power,,,
,,,Signal Beam,,,
,,,Light Screen,,,
,,,,,,
Team Magma Grunt #2 (Jagged Pass) (Double Battle w/ Grunt #1),,,,,,
,,,,,,
,Gengar (f),Altaria (f),Scyther (f),,,
,Lv. 36 (Jolly),Lv. 35 (Relaxed),Lv. 35 (Quiet),,,
,Bright Powder,Scope Lens,Focus Band,,,
,Levitate,Natural Cure,Swarm,,,
,Shadow Ball,Dragon Claw,Air Slash,,,
,Sludge Bomb,Ice Ball,Signal Beam,,,
,Will-o-Wisp,Fire Blast,Brick Break,,,
,Brick Break,Aerial Ace,Quick Attack,,,
,,,,,,
Camper Ethan (Jagged Pass),,,,,,
,,,,,,
,Kingler (m),Pinsir (m),Stantler (m),,,
,Lv. 35 (Sassy),Lv. 35 (Gentle),Lv. 35 (Gentle),,,
,Soft Sand,Hard Stone,Black Belt,,,
,Hyper Cutter,Intimidate,Intimidate,,,
,Surf,X-Scissors,Hypnosis,,,
,Ice Beam,Brick Break,Return,,,
,Mud Shot,Rock Tomb,Jump Kick,,,
,Body Slam,Body Slam,Psychic,,,
,,,,,,
Picknicker Diana (Jagged Pass),,,,,,
,,,,,,
,Tangela (f),Nosepass (f),Plusle (f),,,
,Lv. 36 (Gentle),Lv. 36 (Lonely),Lv. 36 (Hasty),,,
,Sitrus Berry,Sitrus Berry,Magnet,,,
,Chlorophyll,Battle Armor,Plus,,,
,Sleep Powder,Ancient Power,Thunderbolt,,,
,Giga Drain,Thunder Wave,Thunder Wave,,,
,Protect,Seismic Toss,Seismic Toss,,,
,Pain Split,Protect,Signal Beam,,,
,,,,,,
Triathlete Julio (Jagged Pass),,,,,,
,,,,,,
,Persian (m),Swalot (m),Sealeo (m),,,
,Lv. 36 (Sassy),Lv. 35 (Modest),Lv. 37 (Timid),,,
,Mystic Water,Miracle Seed,Lum Berry,,,
,Limber,Liquid Ooze,Thick Fat,,,
,Fake Out,Sludge Bomb,Ice Beam,,,
,Shadow Ball,Giga Drain,Hydro Pump,,,
,Double-Edge,Shadow Ball,Protect,,,
,Water Pulse,Brick Break,Body Slam,,,
,,,,,,
Kindler Jeff (Lavaridge Gym),,,,,,
,,,,,,
,Magmar (m),Ninetales (f),Camerupt (m),Torkoal (m),,
,Lv. 36 (Lonely),Lv. 37 (Modest),Lv. 37 (Lonely),Lv. 38 (Mild),,
,Charcoal,Lum Berry,Lum Berry,Leftovers,,
,Flame Body,Pressure,Magma Armor,White Smoke,,
,Fire Blast,Overheat,Overheat,Overheat,,
,Thunder Punch,Solar Beam,Earthquake,Solar Beam,,
,Cross Chop,Quick Attack,Explosion,Body Slam,,
,Psychic,Extrasensory,Rock Slide,Attract,,
,,,,,,
Ruin Maniac Eli (Lavaridge Gym),,,,,,
,,,,,,
,Exploud (m),Solrock ,Weezing (m),Camerupt (m),,
,Lv. 37 (Lax),Lv. 37 (Impish),Lv. 37 (Impish),Lv. 39 (Sassy),,
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,,
,Vital Spirit,Levitate,Levitate,Magma Armor,,
,Overheat,Overheat,Flamethrower,Heat Wave,,
,Hyper Voice,Solar Beam,Sludge Bomb,Rock Slide,,
,Earthquake,Ancient Power,Will-o-Wsip,Solar Beam,,
,Ice Beam,Earthquake,Thunderbolt,Earthquake,,
,,,,,,
Aroma Lady Colette (Lavaridge Gym),,,,,,
,,,,,,
,Bellossom (f),Blissey (f),Vileplume (f),Rapidash (f),,
,Lv. 38 (Adamant),Lv. 37 (Adamant),Lv. 38 (Naughty),Lv. 39 (Bold),,
,Leftovers,Leftovers,Lum Berry,Leftovers,,
,Chlorophyll,Natural Cure,Chlorophyll,Flame Body,,
,Sleep Powder,Flamethrower,Sleep Powder,Heat Wave,,
,Giga Drain,Solar Beam,Sludge Bomb,Solar Beam,,
,HP Fire,Ice Beam,Giga Drain,Wild Charge,,
,Substitute,Thunderbolt,HP Fire,Hypnosis,,
,,,,,,
Triathlete Geraldine (Lavaridge Gym),,,,,,
,,,,,,
,Tangela (f),Altaria (f),Nidoqueen (f),Magmar (m),,
,Lv. 38 (Hasty),Lv. 37 (Naive),Lv. 37 (Lonely),Lv. 39 (Lax),,
,Lum Berry,Leftovers,Leftovers,Lum Berry,,
,Chlorophyll,Natural Cure,Poison Point,Flame Body,,
,Sleep Powder,Flamethrower,Flamethrower,Heat Wave,,
,Solar Beam,Earthquake,Earthquake,Cross Chop,,
,Ancient Power,Dragon Claw ,Ice Beam,Thunder Punch,,
,HP Fire,Aerial Ace,Poison Fang,Solar Beam,,
,,,,,,
Triathlete Jace (Lavaridge Gym),,,,,,
,,,,,,
,Dugtrio (m),Seviper (m),Dodrio (m),Rapidash (m),,
,Lv. 37 (Modest),Lv. 38 (Rash),Lv. 37 (Impish),Lv. 39 (Calm),,
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,,
,Arena Trap,Shed Skin,Early Bird,Flame Body,,
,Earthquake,Solar Beam,Drill Peck,Overheat,,
,Sludge Bomb,Flamethrower,Tri Attack,Drill Run,,
,Rock Slide ,Poison Tail,Quick Attack,Solar Beam,,
,Tri Attack,Earthquake,Steel Wing,Wild Charge,,
,,,,,,
Beauty Danielle (Lavaridge Gym),,,,,,
,,,,,,
,Slowbro (f),Clefable (f),Manectric (f),Flareon (m),,
,Lv. 38 ,Lv. 38 (Timid),Lv. 38 (Calm),Lv. 39 (Impish),,
,Leftovers,Leftovers,Charcoal,Lum Berry,,
,Shell Armor,Cute Charm,Intimidate,Flame Body,,
,Psychic,Solar Beam,Overheat,Heat Wave,,
,Flamethrower,Flamethrower,Thunderbolt,Solar Beam,,
,Earthquake,Tri Attack,Crunch,Quick Attack,,
,Ice Beam,Ice Beam,Thunder Wave,Double-Edge,,
,,,,,,
Pokemaniac Axle (Lavaridge Gym),,,,,,
,,,,,,
,Torkoal (m),Tropius (m),Slowking (m),Nidoking (m),,
,Lv. 39 (Mild),Lv. 38 (Brave),Lv. 38 ,Lv. 38 (Careful),,
,Lum Berry,Lum Berry,Leftovers,Lum Berry,,
,White Smoke,Chlorophyll,Natural Cure,Poison Point,,
,Heat Wave,Air Slash,Psychic,Megahorn,,
,Solar Beam,Solar Beam,Ice Beam,Fire Blast,,
,Earthquake,Earthquake,Earthquake,Earthquake,,
,Rock Slide,HP Fire,Flamethrower,Ice Beam,,
,,,,,,
Expert Keegan (Lavaridge Gym),,,,,,
,,,,,,
,Electabuzz (m),Octillery (m),Hariyama (m),Victreebel (m),Houndoom (m),
,Lv. 37 (Lonely),Lv. 38 (Jolly),Lv. 38 (Lonely),Lv. 38 (Gentle),Lv. 39 (Impish),
,Lum Berry,Lum Berry,Leftovers,Lum Berry,Salac Berry,
,Static,Suction Cups,Thick Fat,Chlorophyll,Intimidate,
,Fire Punch,Fire Blast,Fake Out,Gunk Shot,Overheat,
,Ice Punch,Ice Beam,Rock Slide,Weather Ball,Crunch,
,Thunderbolt,Octazooka,Earthquake,Solar Beam,Pursuit,
,Cross Chop,Body Slam,Force Palm,HP Rock,HP Ice,
,,,,,,
Leader Flannery,,,,,,
,,,,,,
,Ninetales (f),Charizard (m),Blaziken (m),Arcanine (m),Typhlosion (m),Castform (f)
,Lv. 41,Lv. 42 (Lonely),Lv. 42 (Relaxed),Lv. 41 (Careful),Lv. 42 ,Lv. 42 (Calm)
,Lum Berry,Lum Berry,Lum Berry,Leftovers,Lum Berry,Lum Berry
,Pressure,Blaze,Blaze,Intimidate,Blaze,Forecast
,HP Electric,Heat Wave,Blaze Kick,Wild Charge,Heat Wave,Flamethrower
,Overheat,Earthquake,Sky Uppercut,Heat Wave,Earthquake,Ice Beam
,Solar Beam,Solar Beam,Solar Beam,Solar Beam,Solar Beam,Solar Beam
,Hypnosis,Dragon Claw,Thunder Punch,Extreme Speed,Wild Charge,Thunderbolt
,,,,,,
Triathlete Randall (Speed Room) A1,,,,,,
,,,,,,
,Ninjask (m),Granbull (f),Girafarig (m),Jolteon (m),Altaria (m),Linoone (m)
,Lv. 40,Lv. 41 (Lax),Lv. 42 ,Lv. 40 (Timid),Lv. 40 (Adamant),Lv. 42 (Adamant)
,Leftovers,Quick Claw,Quick Claw,Lum Berry,Quick Claw,Bright Powder
,Speed Boost,Intimidate,Early Bird,Static,Natural Cure,Guts
,Substitute,Thunder Wave,Thunder Wave,Thunder Wave,Dragon Dance,Belly Drum
,Baton Pass,Facade,Psychic,Thunderbolt,Aerial Ace,Extreme Speed
,Signal Beam,Shadow Ball,Body Slam,HP Ice,Steel Wing,Shadow Ball
,HP Rock,Earthquake,Earthquake,Bite,Earthquake,HP Ground
,,,,,,
Triathlete Mary (Crit Room) B1,,,,,,
,,,,,,
,Primeape (f),Fearow (f),Sceptile (m),Crawdaunt (f),Rapidash,Ursaring (f)
,Lv. 40 (Brave),Lv. 42 (f),Lv. 40 (Bold),Lv. 41 (Timid),Lv. 41,Lv. 42 (Lonely)
,Scope Lens,Scope Lens,Scope Lens,Scope Lens,Scope Lens,Scope Lens
,Vital Spirit,Early Bird,Overgrow,Shell Armor,Flame Body,Guts
,Cross Chop,Drill Peck,Leaf Blade,Crabhammer,Blaze Kick,Slash
,Rock Slide,Drill Run,Dragon Claw,X-Scissors,Drill Run,Cross Chop
,Earthquake,Slash,Brick Break,Crunch,HP Ice,Rest
,HP Ghost,Sleep Talk,Rock Slide,Body Slam,Wild Charge,Sleep Talk
,,,,,,
Pokefan Parker (Confusion Room) A2,,,,,,
,,,,,,
,Raichu (m),Umbreon (m),Tentacruel (m),Exploud (m),Grumpig (m),Stantler
,Lv. 42 (Brave),Lv. 42 (Brave),Lv. 41 (Hasty),Lv. 43 (Modest),Lv. 42 (Impish),Lv. 42
,Leftovers,Leftovers,Leftovers,Leftovers,Silver Powder,Lum Berry
,Static,Synchronize,Clear Body,Vital Spirit,Thick Fat,Intimidate
,Teeter Dance,Confuse Ray,Confuse Ray,Teeter Dance,Confuse Ray,Confuse Ray
,Thunderbolt,Body Slam,Muddy Water,Body Slam,Psychic,Body Slam
,Surf,Moonlight,Ice Beam,Earthquake,Fire Punch,Earthquake
,Signal Beam,Psychic,Sludge Bomb,Shadow Ball,Signal Beam,Shadow Ball
,,,,,,
Pokefan Alexia (Stall Room) AB2,,,,,,
,,,,,,
,Glalie (f),Shuckle (f),Dusclops (f),Blissey (f),Claydol,Clefable (f)
,Lv. 41,Lv. 42 (Rash),Lv. 42 (Lax),Lv. 42,Lv. 42 (Brave),Lv. 42 (Naive)
,Lum Berry,Leftovers,Leftovers,Leftovers,Leftovers,Leftovers
,Intimidate,Shell Armor,Pressure,Natural Cure,Levitate,Cute Charm
,Spikes,Toxic,Toxic,Toxic,Toxic,Toxic
,Explosion,Protect,Protect,Protect,Protect,Protect
,,Sandstorm,Will-o-Wisp,Charm,Psychic,Moonlight
,,Rest,Rest,Soft-boiled,Drill Run,Seismic Toss
,,,,,,
Pokemon Breeder George (Recovery Room) B2,,,,,,
,,,,,,
,Meganium (m),Miltank (f),Lunatone,Porygon2,Milotic (m),Arcanine (m)
,Lv. 41,Lv. 42 (Bold),Lv. 42 (Impish),Lv. 42 (Gentle),Lv. 42 (Relaxed),Lv. 42 (Jolly)
,Leftovers,Lum Berry,Leftovers,Starf Berry,Leftovers,Leftovers
,Thick Fat,Thick Fat,Levitate,Trace,Swift Swim,Intimidate
,Synthesis,Attract,Moonlight,Recover,Recover,Morning Sun
,Giga Drain,Milk Drink,Psychic,Tri Attack,Ice Beam,Extreme Speed
,Leech Seed,Body Slam,Ice Beam,Recycle,Attract,Overheat
,Ancient Power,Earthquake,Hypnosis,Psychic,Waterfall,HP Grass
,,,,,,
Cooltrainer Jody (Strength Room) A3,,,,,,
,,,,,,
,AI_FLAG:,11,,,,
,Dodrio (f),Marowak (f),Medicham (f),Flareon (m),Vaporeon (m),Zangoose (f)
,Lv. 43 (Rash),Lv. 42 (Hasty),Lv. 42 (Jolly),Lv. 42 (Naive),Lv. 42 (Mild),Lv. 43 (Rash)
,Silk Scarf,Thick Club,Lum Berry,Lum Berry,Mystic Water,Silk Scarf
,Early Bird,Rock Head,Pure Power,Flame Body,Swift Swim,Guts
,Double-Edge,Double-Edge,Fake Out,Double-Edge,Hydro Pump,Crush Claw
,Drill Peck,Earthquake,Hi Jump Kick,Overheat,Ice Beam,Brick Break
,Quick Attack,Ancient Power,Shadow Ball,Quick Attack,Quick Attack,Quick Attack
,HP Fighting,HP Flying,Rock Slide,HP Fighting,HP Grass,Shadow Ball
,,,,,,
Cooltrainer Berke (Sleep Room) B3,,,,,,
,,,,,,
,Smeargle (m),Venomoth (m),Azumarill (m),Mr. Mime (m),Breloom (m),Persian (m)
,Lv. 44 (Calm),Lv.43 (Gentle),Lv. 43 (Rash),Lv. 43 (Bold),Lv. 43 (Careful),Lv. 44 (Adamant)
,Lum Berry,Lum Berry,Leftovers,Lum Berry,Leftovers,Lum Berry
,Own Tempo,Shield Dust,Huge Power,Own Tempo,Effect Spore,Limber
,Spore,Sleep Powder,Sing,Hypnosis,Spore,Hypnosis
,Extreme Speed,Psychic,Double-Edge,Psychic,Mach Punch,Double-Edge
,Substitute,Signal Beam,HP Ground,Thunderbolt,Substitute,Shadow Ball
,Super Fang,Giga Drain,Surf,Fire Punch,Rock Slide,HP Ground
,,,,,,
Leader Norman (Double Battle),,,,,,
,,,,,,
,Slaking (m),Espeon (m),Kangaskhan (f),Swellow (m),Tauros (m),Snorlax (m)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Leftovers
,Lv. 48,Lv. 48 (Timid),Lv. 48 (Jolly),Lv. 48 ,Lv. 48,Lv. 48 (Relaxed)
,Truant,Synchronize,Early Bird,Guts,Intimidate,Guts
,Hyper Beam,Psychic,Fake Out,Double-Edge,Body Slam,Curse
,Crush Claw,Light Sceren,Crush Claw,Sky Attack,Iron Tail,Snore
,Shadow Ball,Skill Swap,Shadow Ball,Steel Wing,Quick Attack,Rest
,Superpower,Sing,Superpower,HP Ground,Earth Power,Stockpile
,,,,,,
Fisherman Wade (Route 118),,,,,,
,,,,,,
,Kingler (m),Whiscash (m),Seadra (m),Wailmer (m),,
,Lv. 43 (Mild),Lv. 42 (Gentle),Lv. 43 (Quiet),Lv. 43 (Brave),,
,Lum Berry,Mystic Water,Lum Berry,Quick Claw,,
,Hyper Cutter,Swift Swim,Poison Point,Pressure,,
,Crabhammer,Earthquake,Hydro Pump,Water Spout,,
,Hyper Beam,Surf,Dragon Breath,Earthquake,,
,Double-Edge,Rock Slide,Ice Beam,Ice Beam,,
,X-Scissors,Ice Beam,Octazooka,Self-Destruct,,
,,,,,,
Fisherman Barny (Route 118),,,,,,
,,,,,,
,Corsola (f),Seaking (m),Mantine (m),Huntail (m),,
,Lv. 43 (Hasty),Lv. 42 (Lax),Lv. 42 (Quiet),Lv. 42 (Naughty),,
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,,
,Natural Cure,Swift Swim,Swift Swim,Swift Swim,,
,Mirror Coat,Mega Horn,Confuse Ray,Confuse Ray,,
,Surf,Surf,Surf,Surf,,
,Recover,Double-Edge,Ice Beam,Ice Beam,,
,Ancient Power,Drill Run,Air Slash,Crunch,,
,,,,,,
Bird Keeper Perry (Route 118),,,,,,
,,,,,,
,Noctowl (m),Pidgeot (m),Togetic (m),Fearow (m),,
,Lv. 42 (Relaxed),Lv. 42 (Sassy),Lv. 43 (Bold),Lv. 42 ,,
,Leftovers,Leftovers,Leftovers,Lum Berry,,
,Insomnia,Early Bird,Serene Grace,Early Bird,,
,Hypnosis,Quick Attack,Softboiled,Quick Attack,,
,Return,Return,Thunder Wave,Drill Run,,
,Fly ,Fly,Fly ,Fly,,
,Night Shade,Steel Wing,Seismic Toss,Tri Attack,,
,,,,,,
Bird Keeper Hugh (Route 119),,,,,,
,,,,,,
,Dodrio (m),Altaria (m),Skarmory (m),Swellow (m),,
,Lv. 44,Lv. 44,Lv. 45 (Jolly),Lv. 44 (Relaxed),,
,Silk Scarf,Lum Berry,Leftovers,Silk Scarf,,
,Early Bird,Natural Cure,Keen Eye,Guts,,
,Drill Peck,Dragon Claw,Drill Peck,Aerial Ace,,
,Hyper Beam,Ice Beam,Flash Cannon,Hyper Beam,,
,Steel Wing,Aerial Ace,Rock Slide,Facade,,
,Body Slam,Earthquake,Return,Steel Wing,,
,,,,,,
Pokemon Ranger Catherine (Route 119),,,,,,
,,,,,,
,AI_FLAG:,11,,,,
,Manectric (f),Politoed (f),Victreebel (f),Ursaring (f),,
,Lv. 45 (Sassy),Lv. 45,Lv. 45 (Lonely),Lv. 45 (Jolly),,
,Lum Berry,Leftovers,Lum Berry,Silk Scarf,,
,Intimidate,Swift Swim,Chlorophyll,Guts,,
,Thunder,Waterfall,HP Rock,Facade,,
,Crunch,Belly Drum,Sleep Powder,Earthquake,,
,Quick Attack,Return,Gunk Shot,Return,,
,Iron Tail,Earthquake,Leaf Blade,Brick Break,,
,,,,,,
Pokemon Ranger Jackson (Route 119),,,,,,
,,,,,,
,Primeape (m),Crawdaunt (m),Jolteon (m),Tauros (m),,
,Lv. 45,Lv. 45 (Hasty),Lv. 45 (Rash),Lv. 44 (Naughty),,
,Lum Berry,Lum Berry,Lum Berry,Chesto Berry,,
,Vital Spirit,Shell Armor,Static,Intimidate,,
,Brick Break,Pursuit,Thunder,Hyper Beam,,
,Earthquake,Crabhammer,Quick Attack,Earthquake,,
,Rock Slide,X-Scissor,Bite,Return,,
,Body Slam,HP Flying,Reflect,Rest,,
,,,,,,
Ninja Boy Yasu (Route 119),,,,,,
,,,,,,
,Absol (m),Banette (m),Sudowoodo (m),Ninjask (m),,
,Lv. 45 (Calm),Lv. 44 (Rash),Lv. 45 (Lax),Lv. 45,,
,Lum Berry,Spell Tag,Quick Claw,Lum Berry,,
,Pressure,Insomnia,Rock Head,Speed Bost,,
,Shadow Ball,Shadow Sneak,Rock Slide,Aerial Ace,,
,Swords Dance,Shadow Ball,Double-Edge,Signal Beam,,
,Quick Attack,Thunder,Earthquake,Double-Edge,,
,HP Fighting,Confuse Ray,HP Bug,HP Ground,,
,,,,,,
Bird Keeper Phil (Route 119) (Double Battle w/ Lady Missy),,,,,,
,,,,,,
,Fearow (m),Xatu (m),,,,
,Lv. 45 ,Lv. 45,,,,
,Choice Band,Leftovers,,,,
,Early Bird,Early Bird,,,,
,Drill Peck,Drill Peck,,,,
,Quick Attack,Psychic,,,,
,Hyper Beam,Reflect,,,,
,Steel Wing,Light Screen,,,,
,,,,,,
Parasol Lady Missy (Route 119) (Double Battle w/ Bird Keeper Phil),,,,,,
,,,,,,
,Granbull (f),Mawile (f),,,,
,Lv. 44 (Timid),Lv. 46,,,,
,Soft Sand,Leftovers,,,,
,Intimidate,Intimidate,,,,
,Earthquake,Attract,,,,
,Attract,Protect,,,,
,Body Slam,Flash Cannon,,,,
,Shadow Ball,Brick Break,,,,
,,,,,,
Bug Maniac Darrin (Route 119),,,,,,
,,,,,,
,Masquerain (m),Pinsir (m),Vibrava (m),,,
,Lv. 45 (Lax),Lv. 45 (Calm),Lv. 44,,,
,Lum Berry,Lum Berry,Bright Powder,,,
,Intimidate,Intimidate,Levitate,,,
,Hydro Pump,X-Scissor,HP Rock,,,
,Ice Beam,Earthquake,Earthquake,,,
,Signal Beam,HP Rock,Signal Beam,,,
,Air Slash,Quick Attack,Giga Drain,,,
,,,,,,
Ninja Boy Takashi (Route 119),,,,,,
,,,,,,
,Weezing (m),Lunatone,Misdreavus (m),,,
,Lv. 45 (Impish),Lv. 45 ,Lv. 46 (Gentle),,,
,Lum Berry,Hard Stone,Spell Tag,,,
,Levitate,Levitate,Levitate,,,
,Destiny Bond,Hypnosis,Shadow Sneak,,,
,Sludge Bomb,Psychic,Psychic,,,
,Thunder,Ice Beam,Thunder,,,
